#RichKids of Beverly Hills;Reality TV;0;2016-05-02 06:00:00;60;Cable;E!
Basketball;Sports, Basketball;0;2016-05-02 06:00:00;120;Cable;ESPN
30 for 30;Sports, Miscellaneous;0;2016-05-02 06:00:00;60;Cable;ESPNC
SportsCenter Top Ten;Sports, Miscellaneous;0;2016-05-02 06:00:00;30;Cable;ESPNN
The Getaway;Travel;0;2016-05-02 06:00:00;60;Cable;ESQTV
Jambu Footwear;Shopping;0;2016-05-02 06:00:00;60;Cable;EVINE
Sunday Night Prime;Religious;0;2016-05-02 06:00:00;60;Cable;EWTN
Paid Program;Paid Program;0;2016-05-02 06:00:00;300;Broadcast;FAMN
Cooks vs. Cons;Food;0;2016-05-02 06:00:00;60;Cable;FOOD
Paid Program;Paid Program;0;2016-05-02 06:00:00;60;Cable;FOXB
Central Fox;Sports, News;0;2016-05-02 06:00:00;60;Cable;FOXD
Fox News Sunday;News;0;2016-05-02 06:00:00;60;Cable;FNC
Paid Program;Paid Program;0;2016-05-02 06:00:00;30;Cable;FREE
How I Met Your Mother;Sitcom;0;2016-05-02 06:00:00;30;Cable;FX
Paid Program;Paid Program;0;2016-05-02 06:00:00;30;Cable;FXX
Flipping Vegas;Reality TV;0;2016-05-02 06:00:00;61;Cable;FYI
Flea Market Flip;Home;0;2016-05-02 06:00:00;30;Cable;GAC
Paid Program;Paid Program;0;2016-05-02 06:00:00;30;Broadcast;GALA
The Newlywed Game;Game Shows;0;2016-05-02 06:00:00;30;Cable;GSN
The Football Review;Sports, News, Soccer;0;2016-05-02 06:00:00;30;Cable;GOLTV
Combat;Drama;0;2016-05-02 06:00:00;60;Broadcast;H&I
Frasier;Sitcom;0;2016-05-02 06:00:00;30;Cable;HALL
Murder, She Wrote;Drama;0;2016-05-02 06:00:00;60;Cable;HMC
Game of Thrones;Drama;0;2016-05-02 06:00:00;60;Cable;HBOL
House Hunters;Home;0;2016-05-02 06:00:00;30;Cable;HGTV
Forensic Files;Docu-Series;0;2016-05-02 06:00:00;30;Cable;HLN
PureSole Footwear;Shopping;0;2016-05-02 06:00:00;60;Broadcast;HSN
Disappeared;Documentary;0;2016-05-02 06:00:00;60;Cable;ID
Flashpoint;Drama;0;2016-05-02 06:00:00;60;Broadcast;ION
Bring It!;Reality TV;0;2016-05-02 06:00:00;60;Cable;LIFERW
Movie;Movies, Thriller;0;2016-05-02 06:00:00;120;Cable;LMN
Saturday Night Live;Comedy;0;2016-05-02 06:00:00;60;Cable;LOGO
El santsimo sacramento;Religious;0;2016-05-02 06:00:00;120;Cable;MAR
101 Weapons That Changed the World;Documentary;0;2016-05-02 06:00:00;120;;MHC
Halls of Fame;Sports, Miscellaneous;0;2016-05-02 06:00:00;30;Cable;MSG
Poker;Sports, Cards;0;2016-05-02 06:00:00;60;Cable;MSG+
Meet the Press;Discussion;0;2016-05-02 06:00:00;60;Cable;MSNBC
My Wife and Kids;Sitcom;0;2016-05-02 06:00:00;30;Cable;MTV2
Binge Thinking;Game Shows;0;2016-05-02 06:00:00;30;Cable;MTV
Space Station Live;Science;0;2016-05-02 06:00:00;60;Broadcast;NASA1
The '90s: The Last Great Decade?;Documentary;0;2016-05-02 06:00:00;60;Cable;NGEO
Kingdom of the North;Animals;0;2016-05-02 06:00:00;60;Cable;NGW
NBA GameTime;Sports, Basketball;0;2016-05-02 06:00:00;30;Cable;NBA
Dateline NBC;News Magazine;0;2016-05-02 06:00:00;60;Network;NBC
Premios Billboard de la musica latina;Awards;0;2016-05-02 06:00:00;180;Cable;NBCUN
Team Umizoomi;Children;0;2016-05-02 06:00:00;24;Cable;NICKJ
Fairly Odd Parents;Children, Animated;0;2016-05-02 06:00:00;30;Cable;NICK
Super Soul Sunday;Religious;0;2016-05-02 06:00:00;60;Cable;OWN
Jim Shockey's Uncharted;Sports, Outdoors;0;2016-05-02 06:00:00;60;Cable;OUT
Softball;Sports, Softball;0;2016-05-02 06:00:00;120;Cable;PAC12
Masterpiece Classic;Drama;0;2016-05-02 06:00:00;60;Broadcast;PBSHD
Global Voices;Documentary;0;2016-05-02 06:00:00;60;Broadcast;World
Paid Program;Paid Program;0;2016-05-02 06:00:00;30;Broadcast;WPCH
Pit Boss;Animals;0;2016-05-02 06:00:00;60;Cable;PET
Movie;Movies, Docu-Drama;0;2016-05-02 06:00:00;120;Cable;PIVOT
Paid Program;Paid Program;0;2016-05-02 06:00:00;60;Cable;POP
Famous Five;Children;0;2016-05-02 06:00:00;30;Broadcast;QUBO
Stalkers Who Kill;Docu-Series;0;2016-05-02 06:00:00;60;Cable;REELZ
Time Life Library;Regular;0;2016-05-02 06:00:00;240;Cable;RFD
House of Lies;Comedy;0;2016-05-02 06:00:00;30;Cable;SHO
Movie;Movies, Comedy;2;2016-05-02 06:00:00;110;Cable;SHO-WE
Hopalong Cassidy;Drama;0;2016-05-02 06:00:00;60;Cable;SILVSC
Bar Rescue;Reality TV;0;2016-05-02 06:00:00;60;Cable;SPIKE
Best Practices in a Standards-Based Classroom;Instructional;0;2016-05-02 06:00:00;40;Cable;TEACH
Hey Arnold;Children;0;2016-05-02 06:00:00;30;Cable;TNICK
Programa pagado;Paid Program;0;2016-05-02 06:00:00;30;Broadcast;MUN
Dinner at Tiffani's;Food;0;2016-05-02 06:00:00;30;Cable;COOK
Highway Thru Hell;Documentary;0;2016-05-02 06:00:00;60;Cable;WEA
Movie;Movies, Psycho-Drama;2;2016-05-02 06:00:00;125;Cable;TMCX
Mysteries at the Museum;Documentary;0;2016-05-02 06:00:00;60;Cable;TRAVEL
The Golden Girls;Sitcom;0;2016-05-02 06:00:00;30;Cable;TVLAND
Unsung;Biography;0;2016-05-02 06:00:00;60;Cable;TV1
Movie;Movies, Action;0;2016-05-02 06:00:00;120;Broadcast;UniME
Netas divinas;Drama;0;2016-05-02 06:00:00;60;Broadcast;UNI
Classic Car Rescue;Documentary;0;2016-05-02 06:00:00;60;Cable;VELO
Love and Hip-Hop: Atlanta;Reality TV;0;2016-05-02 06:00:00;60;Cable;VH1
Live From Daryl's House;Music;0;2016-05-02 06:00:00;60;Cable;VH1-C
NOISEY;Music;0;2016-05-02 06:00:00;30;Cable;VICE
Cuntame cmo pas;Drama;0;2016-05-02 06:00:00;60;Broadcast;V-ME
CSI: Miami;Drama;0;2016-05-02 06:00:00;60;Cable;WE
Paid Program;Paid Program;0;2016-05-02 06:00:00;240;Cable;YES
Youtoo Garage Band;Music;0;2016-05-02 06:00:00;30;Broadcast;YOUTOO
American Pickers;Documentary;0;2016-05-02 06:01:00;63;Cable;HIST
TruTV's Top Funniest;Comedy;0;2016-05-02 06:01:00;29;Cable;TRUTV-HD
NCIS: Los Angeles;Drama;0;2016-05-02 06:01:00;59;Cable;USA
Fear the Walking Dead;Drama;0;2016-05-02 06:02:00;61;Cable;AMC
Naked and Afraid;Reality TV, Drama;0;2016-05-02 06:02:00;58;Cable;DISC
Who Do You Think You Are?;Documentary;0;2016-05-02 06:02:00;58;Cable;TLC
Intervention;Docu-Series;0;2016-05-02 06:03:00;60;Cable;A&E
MythBusters;Science;0;2016-05-02 06:04:00;60;Cable;SCI
Movie;Movies, Action;3;2016-05-02 06:05:00;100;Cable;BYND
Movie;Movies, Comedy;0;2016-05-02 06:05:00;85;Cable;TMC
River Monsters;Animals;0;2016-05-02 06:06:00;54;Cable;ANPL
Movie;Movies, Christmas, Comedy;2;2016-05-02 06:10:00;95;Cable;HBO2
Spymasters: CIA in the Crosshairs;Documentary;0;2016-05-02 06:10:00;120;Cable;SHO2
Movie;Movies, Comedy;2;2016-05-02 06:10:00;115;Cable;SRZC
Movie;Movies, Suspense;2;2016-05-02 06:10:00;105;Cable;STZESU
Nikki Glaser: Perfect;Comedy, Specials;0;2016-05-02 06:12:00;60;Cable;COMC
Fresh Prince of Bel Air;Sitcom;0;2016-05-02 06:12:00;33;Cable;NTOO
Fresh Prince of Bel Air;Sitcom;0;2016-05-02 06:12:00;33;Cable;NICK
Movie;Movies, Drama;3;2016-05-02 06:15:00;105;Cable;TCM
Movie;Movies, Romance;2;2016-05-02 06:20:00;100;Cable;SHOFZ
Movie;Movies, Comedy;2;2016-05-02 06:20:00;105;Cable;BSTZ
Team Umizoomi;Children;0;2016-05-02 06:24:00;24;Cable;NICKJ
Movie;Movies, Action;2;2016-05-02 06:25:00;115;Cable;MAX7
Movie;Movies, Sci-Fi;2;2016-05-02 06:25:00;135;Cable;HBO4
BBC World News;News;0;2016-05-02 06:30:00;15;Cable;BBCW
On the Move;Business;0;2016-05-02 06:30:00;90;Cable;BLM-US
Looney Tunes;Children;0;2016-05-02 06:30:00;30;Cable;BOOM
Family Guy;Animated;0;2016-05-02 06:30:00;30;Cable;TOON
Cops: Reloaded;Reality TV;0;2016-05-02 06:30:00;30;Cable;CMTUS
Paid Program;Paid Program;0;2016-05-02 06:30:00;30;Cable;CNBC
America's Test Kitchen From Cook's Illustrated;Food;0;2016-05-02 06:30:00;30;Broadcast;CREATE
Bordertown: Laredo;Reality TV;0;2016-05-02 06:30:00;30;;CIN
Paid Program;Paid Program;0;2016-05-02 06:30:00;30;Broadcast;CW+
Reflections;Religious;0;2016-05-02 06:30:00;30;Broadcast;DSTAR
The Phil Silvers Show;Sitcom;0;2016-05-02 06:30:00;30;Broadcast;Decades
Paid Program;Paid Program;0;2016-05-02 06:30:00;30;Cable;DFL
Jessie;Sitcom;0;2016-05-02 06:30:00;30;Cable;DISN
Octonauts;Children;0;2016-05-02 06:30:00;30;Cable;DISNJR
Fish Hooks;Children;0;2016-05-02 06:30:00;30;Cable;DISNXD
E:60 Profile;Sports, Miscellaneous;0;2016-05-02 06:30:00;30;Cable;ESPNN
Paid Program;Paid Program;0;2016-05-02 06:30:00;30;Cable;FREE
Redeye;Music;0;2016-05-02 06:30:00;210;Cable;FUSE
How I Met Your Mother;Sitcom;0;2016-05-02 06:30:00;30;Cable;FX
Paid Program;Paid Program;0;2016-05-02 06:30:00;30;Cable;FXX
Flea Market Flip;Home;0;2016-05-02 06:30:00;30;Cable;GAC
Paid Program;Paid Program;0;2016-05-02 06:30:00;30;Broadcast;GALA
The Newlywed Game;Game Shows;0;2016-05-02 06:30:00;30;Cable;GSN
Foot Brazil;Sports, Soccer;0;2016-05-02 06:30:00;30;Cable;GOLTV
Golf;Sports, Golf;0;2016-05-02 06:30:00;150;Cable;GOLF
Frasier;Sitcom;0;2016-05-02 06:30:00;30;Cable;HALL
Silicon Valley;Sitcom;0;2016-05-02 06:30:00;30;Cable;HBO
House Hunters International;Home;0;2016-05-02 06:30:00;30;Cable;HGTV
Forensic Files;Docu-Series;0;2016-05-02 06:30:00;30;Cable;HLN
Quick Pitch;Sports, Baseball;0;2016-05-02 06:30:00;60;Cable;MLB
Movie;Movies, Family;2;2016-05-02 06:30:00;102;Cable;PLEX
Halls of Fame;Sports, Miscellaneous;0;2016-05-02 06:30:00;30;Cable;MSG
My Wife and Kids;Sitcom;0;2016-05-02 06:30:00;30;Cable;MTV2
Binge Thinking;Game Shows;0;2016-05-02 06:30:00;30;Cable;MTV
NBA GameTime;Sports, Basketball;0;2016-05-02 06:30:00;30;Cable;NBA
Fairly Odd Parents;Children, Animated;0;2016-05-02 06:30:00;30;Cable;NICK
Rachel Hunter's Tour of Beauty;Travel;0;2016-05-02 06:30:00;30;Cable;OVA
Living With Funny;Comedy;0;2016-05-02 06:30:00;30;Cable;OXY
Paid Program;Paid Program;0;2016-05-02 06:30:00;30;Broadcast;WPCH
Famous Five;Children;0;2016-05-02 06:30:00;30;Broadcast;QUBO
Dice;Comedy, Adult;0;2016-05-02 06:30:00;30;Cable;SHO
Movie;Movies, Comedy;1;2016-05-02 06:30:00;90;Cable;SHOWEX
Movie;Movies, Drama;3;2016-05-02 06:30:00;180;Cable;SYFY
Praise the Lord;Religious;0;2016-05-02 06:30:00;180;Broadcast;TBN
Movie;Movies, Comedy;3;2016-05-02 06:30:00;120;Cable;TBS
Hey Arnold;Children;0;2016-05-02 06:30:00;30;Cable;TNICK
Programa pagado;Paid Program;0;2016-05-02 06:30:00;30;Broadcast;MUN
Dinner at Tiffani's;Food;0;2016-05-02 06:30:00;30;Cable;COOK
TruTV's Top Funniest;Comedy;0;2016-05-02 06:30:00;30;Cable;TRUTV-HD
The Golden Girls;Sitcom;0;2016-05-02 06:30:00;30;Cable;TVLAND
VICE World of Sports;Sports, Miscellaneous;0;2016-05-02 06:30:00;30;Cable;VICE
Youtoo Garage Band;Music;0;2016-05-02 06:30:00;30;Broadcast;YOUTOO
Thicker Than Water;Reality TV;0;2016-05-02 06:32:00;58;Cable;BRAVO
Movie;Movies, Horror;2;2016-05-02 06:35:00;115;Cable;FLIX
Movie;Movies, Comedy;1;2016-05-02 06:35:00;105;Cable;HBOF
Movie;Movies, Drama;2;2016-05-02 06:40:00;105;Cable;STZENC
Common Core State Standards;Instructional;0;2016-05-02 06:40:00;20;Cable;TEACH
World Business Report;Business;0;2016-05-02 06:45:00;15;Cable;BBCW
Movie;Movies;2;2016-05-02 06:45:00;100;Cable;CINEL
Washington This Week;Political;0;2016-05-02 06:45:00;195;Cable;CSPAN
Fresh Prince of Bel Air;Sitcom;0;2016-05-02 06:45:00;33;Cable;NTOO
Fresh Prince of Bel Air;Sitcom;0;2016-05-02 06:45:00;33;Cable;NICK
Movie;Movies, Comedy;2;2016-05-02 06:45:00;90;Cable;EDGE
Fresh Beat Band of Spies;Children;0;2016-05-02 06:48:00;24;Cable;NICKJ
Movie;Movies, Adult;0;2016-05-02 06:50:00;85;Cable;MAX3
Movie;Movies, Thriller;2;2016-05-02 06:50:00;105;Cable;ZONE
Movie;Movies, Horror;1;2016-05-02 06:50:00;95;Cable;STZEAC
John Leguizamo's Ghetto Klown;Comedy;0;2016-05-02 06:55:00;100;Cable;HBOC
Forbidden History;History;0;2016-05-02 07:00:00;60;Cable;AHC
Life After: Chernobyl;Documentary;0;2016-05-02 07:00:00;60;Cable;ANPL
Alfred Hitchcock Presents;Drama;0;2016-05-02 07:00:00;30;Broadcast;Antenna
Human Planet;Science;0;2016-05-02 07:00:00;60;Cable;BBC
BBC World News;News;0;2016-05-02 07:00:00;30;Cable;BBCW
Paid Program;Paid Program;0;2016-05-02 07:00:00;30;Cable;beINS
Campmeeting;Religious;0;2016-05-02 07:00:00;60;Cable;BET
The Flintstones;Children, Animated;0;2016-05-02 07:00:00;30;Cable;BOOM
Family Guy;Animated;0;2016-05-02 07:00:00;30;Cable;TOON
The X-Files;Sci-Fi;0;2016-05-02 07:00:00;60;Cable;CHL
Fantasy Island;Drama;0;2016-05-02 07:00:00;60;Cable;CLOO
Paid Program;Paid Program;0;2016-05-02 07:00:00;30;Cable;CMTUS
Secret Lives of the Super Rich;Documentary;0;2016-05-02 07:00:00;30;Cable;CNBC
CNN Newsroom;News Magazine;0;2016-05-02 07:00:00;60;Cable;CNN
Come Dine With Me Canada;Food;0;2016-05-02 07:00:00;30;Cable;COSMO
Murdoch Mysteries;Drama;0;2016-05-02 07:00:00;60;Broadcast;COZI
A Chef's Life;Food;0;2016-05-02 07:00:00;30;Broadcast;CREATE
The Squad: Prison Police;Reality TV;0;2016-05-02 07:00:00;30;;CIN
After Words;Discussion;0;2016-05-02 07:00:00;60;Cable;CSPAN2
Paid Program;Paid Program;0;2016-05-02 07:00:00;30;Broadcast;CW+
It's Supernatural With Sid Roth;Religious;0;2016-05-02 07:00:00;30;Broadcast;DSTAR
The Phil Silvers Show;Sitcom;0;2016-05-02 07:00:00;30;Broadcast;Decades
Ghost Asylum;Documentary;0;2016-05-02 07:00:00;60;Cable;DEST
Paid Program;Paid Program;0;2016-05-02 07:00:00;30;Cable;DISC
Blossom;Sitcom;0;2016-05-02 07:00:00;30;Cable;DFC
Paid Program;Paid Program;0;2016-05-02 07:00:00;30;Cable;DFL
Good Luck Charlie;Children;0;2016-05-02 07:00:00;30;Cable;DISN
Chuggington;Children;0;2016-05-02 07:00:00;30;Cable;DISNJR
Fish Hooks;Children;0;2016-05-02 07:00:00;30;Cable;DISNXD
Barnwood Builders;Home;0;2016-05-02 07:00:00;60;Cable;DIY
Keeping Up With the Kardashians;Reality TV;0;2016-05-02 07:00:00;60;Cable;E!
30 for 30;Sports, Miscellaneous;0;2016-05-02 07:00:00;90;Cable;ESPNC
Ftbol Picante;Sports, Discussion, Soccer;0;2016-05-02 07:00:00;60;Cable;ESPND
SportsCenter;Sports, News;0;2016-05-02 07:00:00;90;Cable;ESPNN
Softball;Sports, Softball;0;2016-05-02 07:00:00;120;Cable;ESPNU
SportsCenter;Sports, News;0;2016-05-02 07:00:00;60;Cable;ESPN2
The Getaway;Travel;0;2016-05-02 07:00:00;60;Cable;ESQTV
Fashion Must Haves;Paid Program;0;2016-05-02 07:00:00;60;Cable;EVINE
Discerning the Will of God: An Ignatian Guide to Catholic Decision Making;Religious;0;2016-05-02 07:00:00;30;Cable;EWTN
Paid Program;Paid Program;0;2016-05-02 07:00:00;30;Broadcast;FAMUSA
Guy's Grocery Games;Food;0;2016-05-02 07:00:00;60;Cable;FOOD
Paid Program;Paid Program;0;2016-05-02 07:00:00;60;Cable;FOXB
Central Fox;Sports, News;0;2016-05-02 07:00:00;60;Cable;FOXD
MediaBuzz;Discussion;0;2016-05-02 07:00:00;60;Cable;FNC
Soccer;Sports, Soccer;0;2016-05-02 07:00:00;120;Cable;FS1
Paid Program;Paid Program;0;2016-05-02 07:00:00;30;Cable;FSM
Paid Program;Paid Program;0;2016-05-02 07:00:00;30;Cable;FREE
Paid Program;Paid Program;0;2016-05-02 07:00:00;30;Cable;FX
Paid Program;Paid Program;0;2016-05-02 07:00:00;30;Cable;FXX
Flea Market Flip;Home;0;2016-05-02 07:00:00;30;Cable;GAC
Que Madre tan Padre!;Comedy;0;2016-05-02 07:00:00;30;Broadcast;GALA
The Newlywed Game;Game Shows;0;2016-05-02 07:00:00;30;Cable;GSN
Soccer;Sports, Soccer;0;2016-05-02 07:00:00;120;Cable;GOLTV
Combat;Drama;0;2016-05-02 07:00:00;60;Broadcast;H&I
Frasier;Sitcom, Christmas;0;2016-05-02 07:00:00;30;Cable;HALL
Hart to Hart;Drama;0;2016-05-02 07:00:00;60;Cable;HMC
Veep;Drama;0;2016-05-02 07:00:00;30;Cable;HBO
Silicon Valley;Sitcom;0;2016-05-02 07:00:00;30;Cable;HBOL
Lakefront Bargain Hunt;Home;0;2016-05-02 07:00:00;30;Cable;HGTV
Forensic Files;Docu-Series;0;2016-05-02 07:00:00;30;Cable;HLN
Ten Faves;Shopping;0;2016-05-02 07:00:00;60;Broadcast;HSN
Bonanza;Drama;0;2016-05-02 07:00:00;60;Cable;INSP
Dateline NBC;News Magazine;0;2016-05-02 07:00:00;60;Cable;ID
Paid Program;Paid Program;0;2016-05-02 07:00:00;30;Broadcast;ION
Bring It!;Reality TV;0;2016-05-02 07:00:00;60;Cable;LIFERW
Saturday Night Live;Comedy;0;2016-05-02 07:00:00;60;Cable;LOGO
The Game 365;Sports, Miscellaneous;0;2016-05-02 07:00:00;30;Cable;MSG
Cliff Diving;Sports, Extreme;0;2016-05-02 07:00:00;60;Cable;MSG+
Caught on Camera;Documentary;0;2016-05-02 07:00:00;60;Cable;MSNBC
My Wife and Kids;Sitcom;0;2016-05-02 07:00:00;30;Cable;MTV2
The Strat Pack: 50 Years of the Fender Stratocaster;Music;0;2016-05-02 07:00:00;180;Cable;MTVL
Binge Thinking;Game Shows;0;2016-05-02 07:00:00;30;Cable;MTV
Inside the ISS;Science;0;2016-05-02 07:00:00;30;Broadcast;NASA1
Inside Combat Rescue;Documentary;0;2016-05-02 07:00:00;120;Cable;NGEO
Paid Program;Paid Program;0;2016-05-02 07:00:00;30;Cable;NGW
NBA GameTime;Sports, Basketball;0;2016-05-02 07:00:00;30;Cable;NBA
Meet the Press;Discussion;0;2016-05-02 07:00:00;60;Network;NBC
Consumer Product Showcase;Paid Program;0;2016-05-02 07:00:00;30;Cable;NBCSN
NFL Total Access;Sports, Football;0;2016-05-02 07:00:00;120;Cable;NFLN
Fairly Odd Parents;Children, Animated;0;2016-05-02 07:00:00;30;Cable;NICK
The Nate Berkus Show;Talk Shows;0;2016-05-02 07:00:00;60;Cable;OWN
The Crush With Lee and Tiffany;Sports, Hunting;0;2016-05-02 07:00:00;30;Cable;OUT
Rachel Hunter's Tour of Beauty;Travel;0;2016-05-02 07:00:00;30;Cable;OVA
Paid Program;Paid Program;0;2016-05-02 07:00:00;180;Cable;OXY
Call the Midwife;Drama;0;2016-05-02 07:00:00;60;Broadcast;PBSHD
Independent Lens;Documentary;0;2016-05-02 07:00:00;60;Broadcast;World
Paid Program;Paid Program;0;2016-05-02 07:00:00;30;Broadcast;WPCH
Pet ER;Animals;0;2016-05-02 07:00:00;30;Cable;PET
Paid Program;Paid Program;0;2016-05-02 07:00:00;60;Cable;POP
Marvin the Tapdancing Horse;Children;0;2016-05-02 07:00:00;30;Broadcast;QUBO
Paid Program;Paid Program;0;2016-05-02 07:00:00;30;Cable;REELZ
Gigolos;Reality TV;0;2016-05-02 07:00:00;30;Cable;SHO
Movie;Movies, Action;0;2016-05-02 07:00:00;90;Cable;NEXT
Movie;Movies, Musical;3;2016-05-02 07:00:00;90;Cable;SILVSC
Bar Rescue;Reality TV;0;2016-05-02 07:00:00;60;Cable;SPIKE
Earth to Luna;Children;0;2016-05-02 07:00:00;30;Broadcast;SPRT
Movie;Movies, Drama;4;2016-05-02 07:00:00;180;Cable;SUND
Kragnatz Conquers Language Arts;Instructional;0;2016-05-02 07:00:00;6;Cable;TEACH
Rugrats;Children;0;2016-05-02 07:00:00;30;Cable;TNICK
Movie;Movies;0;2016-05-02 07:00:00;120;Broadcast;MUN
Carnival Eats;Food;0;2016-05-02 07:00:00;30;Cable;COOK
Paid Program;Paid Program;0;2016-05-02 07:00:00;30;Cable;TENN
Highway Thru Hell;Documentary;0;2016-05-02 07:00:00;60;Cable;WEA
Paid Program;Paid Program;0;2016-05-02 07:00:00;30;Cable;TLC
Law & Order;Drama;0;2016-05-02 07:00:00;60;Cable;TNT
Food Paradise;Food;0;2016-05-02 07:00:00;60;Cable;TRAVEL
Comedy Knockout;Comedy;0;2016-05-02 07:00:00;30;Cable;TRUTV-HD
The Golden Girls;Sitcom;0;2016-05-02 07:00:00;30;Cable;TVLAND
Fatal Attraction;Documentary;0;2016-05-02 07:00:00;60;Cable;TV1
Como dice el dicho;Drama;0;2016-05-02 07:00:00;60;Broadcast;UNI
NCIS: Los Angeles;Drama;0;2016-05-02 07:00:00;60;Cable;USA
Fantomworks;Documentary;0;2016-05-02 07:00:00;60;Cable;VELO
The Fabulous Life Of...;Biography;0;2016-05-02 07:00:00;60;Cable;VH1
Rock Fest;Music;0;2016-05-02 07:00:00;60;Cable;VH1-C
Huang's World;Food;0;2016-05-02 07:00:00;60;Cable;VICE
Interpol Investigates;Documentary;0;2016-05-02 07:00:00;60;Broadcast;V-ME
CSI: Miami;Drama;0;2016-05-02 07:00:00;60;Cable;WE
Movie;Movies, Adventure;1;2016-05-02 07:00:00;90;Broadcast;YOUTOO
Tiny House World;Home;0;2016-05-02 07:01:00;30;Cable;FYI
The First 48;Reality TV;0;2016-05-02 07:03:00;59;Cable;A&E
Talking Dead;Talk Shows;0;2016-05-02 07:03:00;59;Cable;AMC
Top Gear;Documentary;0;2016-05-02 07:04:00;58;Cable;HIST
Paid Program;Paid Program;0;2016-05-02 07:04:00;30;Cable;LIFE
Space's Deepest Secrets;Science;0;2016-05-02 07:04:00;60;Cable;SCI
